CP015498.1	CP015498.1_RagTag	98.956	50649	439	28	921972	972602	768642	819218	0.0	90518
CP015498.1	CP015498.1_RagTag	99.183	42353	281	20	1181713	1224044	1012409	1054717	0.0	76234
CP015498.1	CP015498.1_RagTag	99.079	28338	228	14	1538923	1567241	1337660	1365983	0.0	50854
CP015498.1	CP015498.1_RagTag	99.331	26606	157	8	304264	330861	237266	263858	0.0	48126
CP015498.1	CP015498.1_RagTag	99.390	22459	133	3	332059	354515	264035	286491	0.0	40712
CP015498.1	CP015498.1_RagTag	97.982	23142	424	14	217943	241070	167157	190269	0.0	40108
CP015498.1	CP015498.1_RagTag	96.627	23034	646	91	823766	846719	665093	688075	0.0	38110
CP015498.1	CP015498.1_RagTag	99.188	19097	144	3	1482064	1501150	1278655	1297750	0.0	34396
CP015498.1	CP015498.1_RagTag	99.065	18826	136	8	1694021	1712822	1464711	1483520	0.0	33754
CP015498.1	CP015498.1_RagTag	99.228	18131	127	9	1955283	1973410	1666278	1684398	0.0	32694
CP015498.1	CP015498.1_RagTag	99.262	16802	109	3	1422785	1439580	1230867	1247659	0.0	30326
CP015498.1	CP015498.1_RagTag	99.153	15940	98	13	170088	186021	123670	139578	0.0	28653
CP015498.1	CP015498.1_RagTag	98.358	15893	210	19	1074173	1090039	929465	945332	0.0	27855
CP015498.1	CP015498.1_RagTag	99.175	15386	125	1	1329512	1344897	1143402	1158785	0.0	27708
CP015498.1	CP015498.1_RagTag	99.043	15154	135	7	1663308	1678458	1433185	1448331	0.0	27172
CP015498.1	CP015498.1_RagTag	98.887	15096	111	16	1504406	1519456	1299703	1314786	0.0	26893
CP015498.1	CP015498.1_RagTag	99.074	14682	117	6	1783877	1798543	1544639	1559316	0.0	26341
CP015498.1	CP015498.1_RagTag	98.540	14796	177	9	2106810	2121574	1786519	1801306	0.0	26090
CP015498.1	CP015498.1_RagTag	99.479	14015	66	2	870903	884916	715008	729016	0.0	25470
CP015498.1	CP015498.1_RagTag	98.576	14401	199	6	547989	562387	456670	471066	0.0	25453
CP015498.1	CP015498.1_RagTag	99.330	14022	93	1	1354768	1368788	1167166	1181187	0.0	25372
CP015498.1	CP015498.1_RagTag	98.501	14342	159	16	898235	912551	741717	756027	0.0	25242
CP015498.1	CP015498.1_RagTag	99.488	13878	65	3	1368781	1382653	1181525	1195401	0.0	25230
CP015498.1	CP015498.1_RagTag	99.358	13870	82	5	382351	396215	300068	313935	0.0	25113
CP015498.1	CP015498.1_RagTag	99.229	13874	102	4	1455884	1469756	1254890	1268759	0.0	25023
CP015498.1	CP015498.1_RagTag	98.933	13117	114	5	2030468	2043582	1727182	1740274	0.0	23424
CP015498.1	CP015498.1_RagTag	98.053	13510	103	31	991000	1004430	838877	852305	0.0	23344
CP015498.1	CP015498.1_RagTag	99.017	12414	92	9	432469	444881	359612	371996	0.0	22221
CP015498.1	CP015498.1_RagTag	99.076	12227	99	5	622856	635070	515408	527632	0.0	21941
CP015498.1	CP015498.1_RagTag	98.942	11149	88	7	496773	507900	406081	417220	0.0	19908
CP015498.1	CP015498.1_RagTag	99.383	10867	56	1	1382643	1393498	1195430	1206296	0.0	19686
CP015498.1	CP015498.1_RagTag	98.996	10953	85	7	884908	895854	729353	740286	0.0	19594
CP015498.1	CP015498.1_RagTag	97.398	11298	280	8	1754585	1765872	1523355	1534648	0.0	19222
CP015498.1	CP015498.1_RagTag	98.958	10558	99	1	157334	167880	112144	122701	0.0	18877
CP015498.1	CP015498.1_RagTag	99.338	10272	62	3	157	10424	1	10270	0.0	18587
CP015498.1	CP015498.1_RagTag	99.193	9908	80	0	1288174	1298081	1106108	1116015	0.0	17854
CP015498.1	CP015498.1_RagTag	99.210	9753	71	6	482092	491842	396232	405980	0.0	17579
CP015498.1	CP015498.1_RagTag	99.269	9579	64	1	972737	982309	819805	829383	0.0	17296
CP015498.1	CP015498.1_RagTag	99.151	9545	68	6	1471158	1480694	1269126	1278665	0.0	17165
CP015498.1	CP015498.1_RagTag	99.260	9457	68	2	246595	256050	191917	201372	0.0	17075
CP015498.1	CP015498.1_RagTag	98.821	9584	70	9	1113673	1123228	960848	970416	0.0	17032
CP015498.1	CP015498.1_RagTag	95.345	10719	439	32	407832	418522	321878	332564	0.0	16975
CP015498.1	CP015498.1_RagTag	99.267	9281	67	1	1597346	1606625	1383907	1393187	0.0	16761
CP015498.1	CP015498.1_RagTag	98.822	9423	79	11	262668	272071	207546	216955	0.0	16757
CP015498.1	CP015498.1_RagTag	99.011	9298	76	6	639946	649239	527625	536910	0.0	16646
CP015498.1	CP015498.1_RagTag	94.894	10635	519	15	779127	789752	628656	639275	0.0	16609
CP015498.1	CP015498.1_RagTag	99.287	9112	64	1	650708	659819	537650	546760	0.0	16465
CP015498.1	CP015498.1_RagTag	99.109	9092	68	3	1394889	1403968	1206801	1215891	0.0	16329
CP015498.1	CP015498.1_RagTag	98.789	8920	95	3	1774636	1783555	1535315	1544221	0.0	15861
CP015498.1	CP015498.1_RagTag	98.666	8844	95	7	56858	65700	35785	44606	0.0	15657
CP015498.1	CP015498.1_RagTag	95.918	9554	356	24	846721	856250	689272	698815	0.0	15452
CP015498.1	CP015498.1_RagTag	98.991	8622	83	3	186343	194960	139568	148189	0.0	15437
CP015498.1	CP015498.1_RagTag	96.522	9200	309	10	609034	618228	506114	515307	0.0	15206
CP015498.1	CP015498.1_RagTag	95.848	9370	346	19	1875157	1884496	1601255	1610611	0.0	15108
CP015498.1	CP015498.1_RagTag	99.423	8317	48	0	1240875	1249191	1063265	1071581	0.0	15093
CP015498.1	CP015498.1_RagTag	95.720	9393	363	15	798168	807553	642850	652210	0.0	15082
CP015498.1	CP015498.1_RagTag	98.419	8473	115	7	118972	127428	71108	79577	0.0	14886
CP015498.1	CP015498.1_RagTag	98.812	8334	91	6	1250644	1258972	1075163	1083493	0.0	14835
CP015498.1	CP015498.1_RagTag	99.809	7852	15	0	753773	761624	607416	615267	0.0	14417
CP015498.1	CP015498.1_RagTag	98.956	8045	57	6	1346732	1354775	1158810	1166828	0.0	14366
CP015498.1	CP015498.1_RagTag	97.572	8321	185	12	1260842	1269154	1086649	1094960	0.0	14231
CP015498.1	CP015498.1_RagTag	99.077	7907	71	2	398522	406426	313929	321835	0.0	14196
CP015498.1	CP015498.1_RagTag	99.136	7867	68	0	149467	157333	104184	112050	0.0	14151
CP015498.1	CP015498.1_RagTag	99.179	7669	51	3	446352	454020	372043	379699	0.0	13802
CP015498.1	CP015498.1_RagTag	98.002	7608	148	3	2154149	2161753	1825759	1833365	0.0	13204
CP015498.1	CP015498.1_RagTag	99.061	7239	59	1	1805422	1812651	1566349	1573587	0.0	12983
CP015498.1	CP015498.1_RagTag	98.235	7421	129	2	2145772	2153192	1816835	1824253	0.0	12977
CP015498.1	CP015498.1_RagTag	99.023	7168	59	4	142311	149475	96697	103856	0.0	12839
CP015498.1	CP015498.1_RagTag	98.873	7190	78	2	858799	865987	700856	708043	0.0	12826
CP015498.1	CP015498.1_RagTag	98.791	7197	77	2	467096	474292	385819	393005	0.0	12800
CP015498.1	CP015498.1_RagTag	98.921	7042	73	3	807544	814583	652638	659678	0.0	12580
CP015498.1	CP015498.1_RagTag	99.265	6940	50	1	1976086	1983024	1685117	1692056	0.0	12532
CP015498.1	CP015498.1_RagTag	99.513	6781	31	2	1527475	1534254	1325433	1332212	0.0	12338
CP015498.1	CP015498.1_RagTag	99.120	6367	54	2	815803	822168	658738	665103	0.0	11446
CP015498.1	CP015498.1_RagTag	98.921	6397	60	5	1572489	1578882	1370535	1376925	0.0	11422
CP015498.1	CP015498.1_RagTag	98.846	6412	59	8	2093605	2100016	1777575	1783971	0.0	11417
CP015498.1	CP015498.1_RagTag	98.762	6381	75	4	364751	371130	286474	292851	0.0	11343
CP015498.1	CP015498.1_RagTag	98.173	6349	83	4	373700	380024	293034	299373	0.0	11051
CP015498.1	CP015498.1_RagTag	98.891	6130	28	8	1055871	1061983	909559	915665	0.0	10907
CP015498.1	CP015498.1_RagTag	98.899	5993	52	8	1448485	1454470	1248913	1254898	0.0	10689
CP015498.1	CP015498.1_RagTag	98.323	6082	79	5	2179853	2185934	1856090	1862148	0.0	10645
CP015498.1	CP015498.1_RagTag	98.291	6028	76	4	298031	304057	231082	237083	0.0	10536
CP015498.1	CP015498.1_RagTag	98.848	5904	39	2	1091405	1097308	945319	951193	0.0	10499
CP015498.1	CP015498.1_RagTag	98.573	5956	42	11	712121	718055	573572	579505	0.0	10488
CP015498.1	CP015498.1_RagTag	98.827	5881	68	1	1629013	1634892	1407331	1413211	0.0	10477
CP015498.1	CP015498.1_RagTag	99.152	5663	41	2	88284	93940	56229	61890	0.0	10185
CP015498.1	CP015498.1_RagTag	99.048	5673	54	0	2132415	2138087	1808507	1814179	0.0	10178
CP015498.1	CP015498.1_RagTag	98.948	5512	56	2	22699	28209	10598	16108	0.0	9856
CP015498.1	CP015498.1_RagTag	99.242	5407	39	2	421116	426520	337267	342673	0.0	9756
CP015498.1	CP015498.1_RagTag	99.565	5282	17	5	1009651	1014927	857985	863265	0.0	9622
CP015498.1	CP015498.1_RagTag	98.790	5373	45	7	673800	679160	558371	563735	0.0	9544
CP015498.1	CP015498.1_RagTag	99.463	5213	25	3	1136637	1141847	982856	988067	0.0	9468
CP015498.1	CP015498.1_RagTag	98.140	5430	98	3	205112	210539	156848	162276	0.0	9465
CP015498.1	CP015498.1_RagTag	97.017	5599	151	7	725635	731221	587108	592702	0.0	9400
CP015498.1	CP015498.1_RagTag	99.093	5182	43	4	273038	278216	216949	222129	0.0	9306
CP015498.1	CP015498.1_RagTag	98.631	5260	37	10	661040	666295	547586	552814	0.0	9282
CP015498.1	CP015498.1_RagTag	99.529	5092	22	2	2186059	2191149	1864372	1869462	0.0	9269
CP015498.1	CP015498.1_RagTag	98.970	5145	53	0	2174708	2179852	1850903	1856047	0.0	9208
CP015498.1	CP015498.1_RagTag	97.989	5221	84	9	521174	526379	432565	437779	0.0	9040
CP015498.1	CP015498.1_RagTag	99.854	4809	7	0	1915975	1920783	1621775	1626583	0.0	8842
CP015498.1	CP015498.1_RagTag	98.637	4990	41	10	1231279	1236257	1054708	1059681	0.0	8813
CP015498.1	CP015498.1_RagTag	96.398	5330	176	6	579306	584623	473587	478912	0.0	8765
CP015498.1	CP015498.1_RagTag	99.175	4846	26	7	1131810	1136648	976757	981595	0.0	8715
CP015498.1	CP015498.1_RagTag	97.296	5104	132	6	516075	521173	427303	432405	0.0	8656
CP015498.1	CP015498.1_RagTag	97.305	5047	109	8	1920657	1925692	1626694	1631724	0.0	8541
CP015498.1	CP015498.1_RagTag	99.301	4724	31	2	1534222	1538943	1332211	1336934	0.0	8540
